Time,Theta
0.0,0.0
0.001,0.0
0.002,1.0187212649997673e-07
0.003,3.056163794999302e-07
0.004,6.112327589998603e-07
0.005,1.0187212649997673e-06
0.006,1.528081897499651e-06
0.007,2.1393146564995116e-06
0.008,2.852419541999349e-06
0.009000000000000001,3.667396553999163e-06
0.010000000000000002,4.5842456924989535e-06
0.011000000000000003,5.602966957498721e-06
0.012000000000000004,6.7235603489984655e-06
0.013000000000000005,7.946025866998186e-06
0.014000000000000005,9.270363511497883e-06
0.015000000000000006,1.0696573282497558e-05
0.016000000000000007,1.2224655179997209e-05
0.017000000000000008,1.3854609203996837e-05
0.01800000000000001,1.558643535449644e-05
0.01900000000000001,1.742013363149602e-05
0.02000000000000001,1.935570403499558e-05
0.02100000000000001,2.1393146564995112e-05
0.022000000000000013,2.3532461221494625e-05
0.023000000000000013,2.5773648004494114e-05
0.024000000000000014,2.811670691399358e-05
0.025000000000000015,3.056163794999302e-05
0.026000000000000016,3.3108441112492435e-05
0.027000000000000017,3.575711640149183e-05
0.028000000000000018,3.85076638169912e-05
0.02900000000000002,4.1360083358990545e-05
0.03000000000000002,4.431437502748987e-05
0.03100000000000002,4.7370538822489165e-05
0.03200000000000002,5.052857474398844e-05
0.03300000000000002,5.378848279198769e-05
0.03400000000000002,5.715026296648692e-05
0.035000000000000024,6.061391526748612e-05
0.036000000000000025,6.41794396949853e-05
0.037000000000000026,6.784683624898446e-05
0.03800000000000003,7.16161049294836e-05
0.03900000000000003,7.548724573648271e-05
0.04000000000000003,7.94602586699818e-05
0.04100000000000003,8.353514372998086e-05
0.04200000000000003,8.77119009164799e-05
0.04300000000000003,9.199053022947893e-05
0.04400000000000003,9.637103166897792e-05
0.04500000000000003,0.0001008534052349769
0.046000000000000034,0.00010543765092747585
0.047000000000000035,0.00011012376874647478
0.048000000000000036,0.00011491175869197368
0.04900000000000004,0.00011980162076397256
0.05000000000000004,0.0001247933549624714
0.05100000000000004,0.00012988696128747023
0.05200000000000004,0.00013508243973896905
0.05300000000000004,0.00014037979031696784
0.05400000000000004,0.0001457790130214666
0.05500000000000004,0.00015128010785246532
0.05600000000000004,0.00015688307480996405
0.057000000000000044,0.00016258791389396274
0.058000000000000045,0.0001683946251044614
0.059000000000000045,0.00017430320844146003
0.060000000000000046,0.00018031366390495866
0.06100000000000005,0.00018642599149495725
0.06200000000000005,0.00019264019121145582
0.06300000000000004,0.00019895626305445438
0.06400000000000004,0.00020537420702395291
0.06500000000000004,0.00021189402311995142
