TIME,lat,lon,alt,eph,epv,vel,vn,ve,vd,cog,satellites_visible,id,yaw
1702378444368891,476414678,-1221401652,130823,10,10,0,0,0,38,0,15,0,0
1702378444389891,476414678,-1221401652,130815,10,10,0,0,0,39,0,15,0,0
1702378444410892,476414678,-1221401652,130807,10,10,0,0,0,39,0,15,0,0
1702378444431892,476414678,-1221401652,130798,10,10,0,0,0,39,0,15,0,0
1702378444452893,476414678,-1221401652,130790,10,10,0,0,0,39,0,15,0,0
1702378444473893,476414678,-1221401652,130782,10,10,0,0,0,39,0,15,0,0
1702378444494894,476414678,-1221401652,130773,10,10,0,0,0,39,0,15,0,0
1702378444515894,476414678,-1221401652,130765,10,10,0,0,0,39,0,15,0,0
1702378444536894,476414678,-1221401652,130757,10,10,0,0,0,39,0,15,0,0
1702378444557895,476414678,-1221401652,130748,10,10,1,0,0,39,0,15,0,0
1702378444578895,476414678,-1221401652,130740,10,10,1,0,0,39,0,15,0,0
1702378444599896,476414678,-1221401652,130731,10,10,1,0,0,39,0,15,0,0
1702378444620896,476414678,-1221401652,130723,10,10,1,0,0,39,0,15,0,0
1702378444641897,476414678,-1221401652,130715,10,10,1,0,0,39,0,15,0,0
1702378444662897,476414678,-1221401652,130706,10,10,1,0,0,39,0,15,0,0
1702378444683898,476414678,-1221401652,130698,10,10,1,0,0,39,0,15,0,0
1702378444704898,476414678,-1221401652,130690,10,10,1,0,0,38,0,15,0,0
1702378444725899,476414678,-1221401652,130682,10,10,1,0,0,38,0,15,0,0
1702378444746899,476414677,-1221401652,130674,10,10,1,-1,0,38,14402,15,0,0
1702378444767899,476414677,-1221401652,130666,10,10,1,-1,0,38,14346,15,0,0
1702378444788900,476414677,-1221401652,130658,10,10,1,-1,0,37,14293,15,0,0
1702378444809900,476414677,-1221401652,130650,10,10,1,-1,0,37,14242,15,0,0
1702378444830901,476414677,-1221401652,130642,10,10,1,-1,0,36,14190,15,0,0
1702378444851901,476414677,-1221401652,130634,10,10,1,-1,0,36,14137,15,0,0
1702378444872902,476414677,-1221401652,130627,10,10,1,-1,0,36,14080,15,0,0
1702378444893902,476414677,-1221401652,130619,10,10,1,-1,0,35,14021,15,0,0
1702378444914903,476414677,-1221401652,130612,10,10,1,-1,0,35,13962,15,0,0
1702378444935903,476414677,-1221401652,130604,10,10,1,-1,0,34,13902,15,0,0
1702378444956903,476414677,-1221401652,130597,10,10,1,-1,0,34,13844,15,0,0
1702378444977904,476414677,-1221401652,130590,10,10,1,-1,1,33,13784,15,0,0
1702378444998904,476414677,-1221401652,130583,10,10,1,-1,1,33,13723,15,0,0
1702378445019905,476414677,-1221401652,130576,10,10,1,-1,1,32,13666,15,0,0
1702378445040905,476414677,-1221401652,130569,10,10,1,-1,1,31,13613,15,0,0
1702378445061906,476414677,-1221401652,130563,10,10,1,-1,1,31,13563,15,0,0
1702378445082906,476414677,-1221401652,130556,10,10,1,-1,1,30,13514,15,0,0
1702378445103907,476414677,-1221401652,130550,10,10,1,-1,1,30,13466,15,0,0
1702378445124907,476414677,-1221401652,130543,10,10,1,-1,1,29,13416,15,0,0
1702378445145907,476414677,-1221401652,130537,10,10,1,-1,1,28,13362,15,0,0
1702378445166908,476414677,-1221401651,130531,10,10,1,-1,1,28,13304,15,0,0
1702378445187908,476414677,-1221401651,130525,10,10,1,-1,1,27,13243,15,0,0
1702378445208909,476414677,-1221401651,130520,10,10,1,-1,1,26,13178,15,0,0
1702378445229909,476414677,-1221401651,130514,10,10,1,-1,1,26,13107,15,0,0
1702378445250910,476414677,-1221401651,130509,10,10,1,-1,1,25,13030,15,0,0
1702378445271910,476414677,-1221401651,130503,10,10,1,-1,1,24,12947,15,0,0
1702378445292911,476414677,-1221401651,130498,10,10,1,-1,1,24,12860,15,0,0
1702378445313911,476414677,-1221401651,130493,10,10,1,-1,1,23,12770,15,0,0
1702378445334912,476414677,-1221401651,130488,10,10,1,-1,1,22,12679,15,0,0
1702378445355912,476414677,-1221401651,130483,10,10,2,-1,1,22,12586,15,0,0
1702378445376912,476414677,-1221401651,130479,10,10,2,-1,1,21,12492,15,0,0
1702378445397913,476414677,-1221401651,130474,10,10,2,-1,1,20,12398,15,0,0
1702378445418913,476414677,-1221401651,130470,10,10,2,-1,1,20,12303,15,0,0
1702378445439914,476414677,-1221401651,130466,10,10,2,-1,1,19,12209,15,0,0
1702378445460914,476414677,-1221401651,130462,10,10,2,-1,1,18,12114,15,0,0
1702378445481915,476414677,-1221401651,130458,10,10,2,-1,1,18,12021,15,0,0
1702378445502915,476414677,-1221401651,130454,10,10,2,-1,1,17,11930,15,0,0
1702378445523916,476414677,-1221401651,130451,10,10,2,0,1,16,11839,15,0,0
1702378445544916,476414677,-1221401651,130447,10,10,2,0,1,16,11749,15,0,0
1702378445565916,476414677,-1221401651,130444,10,10,2,0,1,15,11664,15,0,0
1702378445586917,476414677,-1221401651,130441,10,10,2,0,1,14,11584,15,0,0
1702378445607917,476414677,-1221401651,130438,10,10,2,0,1,13,11510,15,0,0
1702378445628918,476414677,-1221401650,130435,10,10,2,0,1,13,11441,15,0,0
1702378445649918,476414677,-1221401650,130432,10,10,1,0,1,12,11375,15,0,0
1702378445670919,476414677,-1221401650,130429,10,10,1,0,1,12,11311,15,0,0
1702378445691919,476414677,-1221401650,130427,10,10,1,0,1,11,11248,15,0,0
1702378445712920,476414677,-1221401650,130424,10,10,1,0,1,10,11184,15,0,0
1702378445733920,476414677,-1221401650,130422,10,10,1,0,1,10,11119,15,0,0
1702378445754920,476414677,-1221401650,130420,10,10,1,0,1,9,11051,15,0,0
1702378445775921,476414677,-1221401650,130418,10,10,1,0,1,8,10978,15,0,0
1702378445796921,476414677,-1221401650,130416,10,10,1,0,1,8,10898,15,0,0
1702378445817922,476414676,-1221401650,130415,10,10,1,0,1,7,10813,15,0,0
1702378445838922,476414676,-1221401650,130413,10,10,1,0,1,7,10727,15,0,0
1702378445859923,476414676,-1221401650,130412,10,10,1,0,1,6,10640,15,0,0
1702378445880923,476414676,-1221401650,130410,10,10,1,0,1,5,10551,15,0,0
1702378445901924,476414676,-1221401650,130409,10,10,1,0,1,5,10461,15,0,0
1702378445922924,476414676,-1221401650,130408,10,10,1,0,1,4,10371,15,0,0
1702378445943924,476414676,-1221401650,130407,10,10,1,0,1,4,10282,15,0,0
1702378445964925,476414676,-1221401650,130406,10,10,1,0,1,3,10193,15,0,0
1702378445985925,476414676,-1221401650,130406,10,10,1,0,1,3,10103,15,0,0
1702378446006926,476414676,-1221401650,130405,10,10,1,0,1,2,10011,15,0,0
1702378446027926,476414676,-1221401650,130404,10,10,1,0,1,2,9914,15,0,0
1702378446048927,476414676,-1221401649,130404,10,10,1,0,1,1,9814,15,0,0
1702378446069927,476414676,-1221401649,130404,10,10,1,0,1,1,9709,15,0,0
1702378446090928,476414676,-1221401649,130403,10,10,1,0,1,0,9601,15,0,0
1702378446111928,476414676,-1221401649,130403,10,10,1,0,1,0,9492,15,0,0
1702378446132929,476414676,-1221401649,130403,10,10,1,0,1,0,9382,15,0,0
1702378446153929,476414676,-1221401649,130403,10,10,1,0,1,0,9273,15,0,0
1702378446174929,476414676,-1221401649,130403,10,10,1,0,1,-1,9165,15,0,0
1702378446195930,476414676,-1221401649,130404,10,10,1,0,1,-1,9060,15,0,0
1702378446216930,476414676,-1221401649,130404,10,10,1,0,1,-1,8959,15,0,0
1702378446237931,476414676,-1221401649,130404,10,10,1,0,1,-2,8862,15,0,0
1702378446258931,476414676,-1221401649,130405,10,10,1,0,1,-2,8767,15,0,0
1702378446279932,476414676,-1221401649,130406,10,10,1,0,1,-2,8676,15,0,0
1702378446300932,476414676,-1221401649,130406,10,10,1,0,1,-3,8588,15,0,0
1702378446321933,476414676,-1221401649,130407,10,10,1,0,1,-3,8501,15,0,0
1702378446342933,476414676,-1221401649,130408,10,10,1,0,1,-4,8416,15,0,0
1702378446363933,476414676,-1221401649,130409,10,10,1,0,1,-4,8334,15,0,0
1702378446384934,476414676,-1221401649,130410,10,10,1,0,1,-4,8252,15,0,0
1702378446405934,476414676,-1221401649,130411,10,10,1,0,1,-4,8170,15,0,0
1702378446426935,476414676,-1221401649,130412,10,10,1,0,1,-5,8087,15,0,0
1702378446447935,476414676,-1221401649,130413,10,10,1,0,1,-5,8003,15,0,0
1702378446468936,476414676,-1221401649,130414,10,10,1,0,1,-5,7915,15,0,0
1702378446489936,476414676,-1221401649,130415,10,10,1,0,1,-6,7822,15,0,0
1702378446510937,476414676,-1221401649,130416,10,10,1,0,1,-6,7725,15,0,0
1702378446531937,476414676,-1221401648,130418,10,10,1,0,1,-6,7622,15,0,0
1702378446552937,476414676,-1221401648,130419,10,10,1,0,1,-6,7516,15,0,0
1702378446573938,476414676,-1221401648,130421,10,10,1,0,1,-6,7405,15,0,0
1702378446594938,476414676,-1221401648,130422,10,10,1,0,1,-7,7293,15,0,0
1702378446615939,476414676,-1221401648,130424,10,10,1,0,1,-7,7179,15,0,0
1702378446636939,476414676,-1221401648,130425,10,10,1,0,1,-7,7061,15,0,0
1702378446657940,476414676,-1221401648,130427,10,10,1,0,1,-7,6938,15,0,0
1702378446678940,476414676,-1221401648,130428,10,10,1,0,1,-7,6811,15,0,0
1702378446699941,476414677,-1221401648,130430,10,10,1,0,1,-8,6682,15,0,0
1702378446720941,476414677,-1221401648,130432,10,10,1,0,1,-8,6549,15,0,0
1702378446741942,476414677,-1221401648,130433,10,10,1,0,1,-8,6409,15,0,0
1702378446762942,476414677,-1221401648,130435,10,10,1,0,1,-8,6263,15,0,0
1702378446783942,476414677,-1221401648,130437,10,10,1,0,1,-8,6111,15,0,0
1702378446804943,476414677,-1221401648,130439,10,10,1,0,1,-8,5954,15,0,0
1702378446825943,476414677,-1221401648,130441,10,10,1,0,1,-8,5792,15,0,0
1702378446846944,476414677,-1221401648,130442,10,10,1,0,1,-8,5629,15,0,0
1702378446867944,476414677,-1221401648,130444,10,10,1,0,1,-8,5464,15,0,0
1702378446888945,476414677,-1221401648,130446,10,10,1,0,1,-8,5295,15,0,0
1702378446909945,476414677,-1221401648,130448,10,10,1,0,1,-8,5122,15,0,0
1702378446930946,476414677,-1221401648,130450,10,10,1,0,0,-9,0,15,0,0
1702378446951946,476414677,-1221401648,130452,10,10,1,0,0,-9,0,15,0,0
1702378446972946,476414677,-1221401648,130454,10,10,1,0,0,-9,0,15,0,0
1702378446993947,476414677,-1221401648,130456,10,10,1,0,0,-9,0,15,0,0
1702378447014947,476414677,-1221401648,130458,10,10,1,0,0,-9,0,15,0,0
1702378447035948,476414677,-1221401648,130459,10,10,1,0,0,-9,0,15,0,0
1702378447056948,476414677,-1221401648,130461,10,10,1,0,0,-9,0,15,0,0
1702378447077949,476414677,-1221401648,130463,10,10,1,1,0,-9,3474,15,0,0
1702378447098949,476414677,-1221401648,130465,10,10,1,1,0,-9,3226,15,0,0
1702378447119950,476414677,-1221401648,130467,10,10,1,1,0,-9,2971,15,0,0
1702378447140950,476414677,-1221401648,130469,10,10,1,1,0,-9,2709,15,0,0
1702378447161950,476414677,-1221401648,130471,10,10,1,1,0,-9,2441,15,0,0
1702378447182951,476414677,-1221401648,130473,10,10,1,1,0,-9,2169,15,0,0
1702378447203951,476414677,-1221401648,130475,10,10,1,1,0,-9,1895,15,0,0
1702378447224952,476414677,-1221401648,130477,10,10,1,1,0,-9,1621,15,0,0
1702378447245952,476414677,-1221401648,130479,10,10,1,1,0,-9,1349,15,0,0
1702378447266953,476414677,-1221401648,130481,10,10,1,1,0,-8,1080,15,0,0
1702378447287953,476414677,-1221401648,130483,10,10,1,1,0,-8,818,15,0,0
1702378447308954,476414677,-1221401648,130484,10,10,1,1,0,-8,565,15,0,0
1702378447329954,476414677,-1221401648,130486,10,10,1,1,0,-8,322,15,0,0
1702378447350955,476414677,-1221401648,130488,10,10,1,1,0,-8,94,15,0,0
1702378447371955,476414677,-1221401648,130490,10,10,1,1,0,-8,35883,15,0,0
1702378447392955,476414677,-1221401648,130492,10,10,1,1,0,-8,35687,15,0,0
1702378447413956,476414677,-1221401648,130494,10,10,1,1,0,-8,35507,15,0,0
1702378447434956,476414677,-1221401648,130495,10,10,1,1,0,-8,35341,15,0,0
1702378447455957,476414677,-1221401648,130497,10,10,1,1,0,-8,35187,15,0,0
1702378447476957,476414677,-1221401648,130499,10,10,1,1,0,-8,35045,15,0,0
1702378447497958,476414677,-1221401648,130501,10,10,1,1,0,-8,34915,15,0,0
1702378447518958,476414677,-1221401648,130502,10,10,1,1,0,-8,34798,15,0,0
1702378447539959,476414677,-1221401648,130504,10,10,1,1,0,-7,34694,15,0,0
1702378447560959,476414677,-1221401648,130506,10,10,1,1,0,-7,34601,15,0,0
1702378447581959,476414677,-1221401648,130507,10,10,1,1,0,-7,34517,15,0,0
1702378447602960,476414677,-1221401648,130509,10,10,1,1,0,-7,34439,15,0,0
1702378447623960,476414677,-1221401648,130510,10,10,1,1,0,-7,34366,15,0,0
1702378447644961,476414677,-1221401648,130512,10,10,1,1,0,-7,34297,15,0,0
1702378447665961,476414678,-1221401648,130514,10,10,1,1,0,-7,34232,15,0,0
1702378447686962,476414678,-1221401648,130515,10,10,1,1,0,-7,34168,15,0,0
1702378447707962,476414678,-1221401648,130517,10,10,2,1,0,-7,34104,15,0,0
1702378447728963,476414678,-1221401648,130518,10,10,2,1,0,-6,34040,15,0,0
1702378447749963,476414678,-1221401648,130519,10,10,2,1,0,-6,33978,15,0,0
1702378447770963,476414678,-1221401648,130521,10,10,2,1,0,-6,33917,15,0,0
1702378447791964,476414678,-1221401648,130522,10,10,2,1,0,-6,33857,15,0,0
1702378447812964,476414678,-1221401648,130524,10,10,2,1,0,-6,33799,15,0,0
1702378447833965,476414678,-1221401648,130525,10,10,2,1,0,-6,33742,15,0,0
1702378447854965,476414678,-1221401648,130526,10,10,2,1,0,-6,33686,15,0,0
1702378447875966,476414678,-1221401648,130528,10,10,2,2,0,-6,33633,15,0,0
1702378447896966,476414678,-1221401648,130529,10,10,2,2,0,-5,33581,15,0,0
1702378447917967,476414678,-1221401648,130530,10,10,2,2,0,-5,33532,15,0,0
1702378447938967,476414678,-1221401648,130531,10,10,2,2,0,-5,33486,15,0,0
1702378447959968,476414678,-1221401648,130532,10,10,2,2,0,-5,33443,15,0,0
1702378447980968,476414678,-1221401648,130534,10,10,2,2,-1,-5,33401,15,0,0
1702378448001968,476414678,-1221401648,130535,10,10,2,2,-1,-5,33363,15,0,0
1702378448022969,476414678,-1221401648,130536,10,10,2,2,-1,-5,33327,15,0,0
1702378448043969,476414678,-1221401648,130537,10,10,2,2,-1,-5,33294,15,0,0
1702378448064970,476414678,-1221401648,130538,10,10,2,2,-1,-4,33265,15,0,0
1702378448085970,476414678,-1221401648,130539,10,10,2,2,-1,-4,33237,15,0,0
1702378448106971,476414678,-1221401648,130540,10,10,2,2,-1,-4,33211,15,0,0
1702378448127971,476414678,-1221401648,130541,10,10,2,2,-1,-4,33186,15,0,0
1702378448148972,476414678,-1221401648,130542,10,10,2,2,-1,-4,33160,15,0,0
1702378448169972,476414678,-1221401648,130543,10,10,2,2,-1,-4,33135,15,0,0
1702378448190972,476414678,-1221401648,130544,10,10,2,2,-1,-4,33108,15,0,0
1702378448211973,476414679,-1221401648,130544,10,10,2,2,-1,-3,33080,15,0,0
1702378448232973,476414679,-1221401648,130545,10,10,2,2,-1,-3,33049,15,0,0
1702378448253974,476414679,-1221401648,130546,10,10,2,2,-1,-3,33016,15,0,0
1702378448274974,476414679,-1221401648,130547,10,10,2,2,-1,-3,32982,15,0,0
1702378448295975,476414679,-1221401648,130548,10,10,2,2,-1,-3,32945,15,0,0
1702378448316975,476414679,-1221401649,130548,10,10,2,2,-1,-3,32905,15,0,0
1702378448337976,476414679,-1221401649,130549,10,10,2,2,-1,-3,32864,15,0,0
1702378448358976,476414679,-1221401649,130550,10,10,2,2,-1,-3,32820,15,0,0
1702378448379976,476414679,-1221401649,130550,10,10,2,2,-1,-2,32774,15,0,0
1702378448400977,476414679,-1221401649,130551,10,10,2,2,-1,-2,32726,15,0,0
1702378448421977,476414679,-1221401649,130551,10,10,2,2,-1,-2,32676,15,0,0
1702378448442978,476414679,-1221401649,130552,10,10,2,2,-1,-2,32626,15,0,0
1702378448463978,476414679,-1221401649,130552,10,10,2,2,-1,-2,32576,15,0,0
1702378448484979,476414679,-1221401649,130553,10,10,2,2,-1,-2,32526,15,0,0
1702378448505979,476414679,-1221401649,130553,10,10,2,2,-1,-2,32477,15,0,0
1702378448526980,476414679,-1221401649,130554,10,10,2,2,-1,-2,32428,15,0,0
1702378448547980,476414679,-1221401649,130554,10,10,2,2,-1,-1,32379,15,0,0
1702378448568980,476414679,-1221401649,130555,10,10,2,2,-1,-1,32329,15,0,0
1702378448589981,476414679,-1221401649,130555,10,10,2,2,-1,-1,32279,15,0,0
1702378448610981,476414679,-1221401649,130556,10,10,2,2,-1,-1,32226,15,0,0
1702378448631982,476414679,-1221401649,130556,10,10,2,2,-1,-1,32172,15,0,0
1702378448652982,476414679,-1221401649,130556,10,10,2,2,-1,-1,32117,15,0,0
1702378448673983,476414679,-1221401649,130556,10,10,2,2,-1,-1,32060,15,0,0
1702378448694983,476414679,-1221401649,130557,10,10,2,2,-1,-1,32000,15,0,0
1702378448715984,476414680,-1221401649,130557,10,10,2,2,-1,-1,31937,15,0,0
1702378448736984,476414680,-1221401649,130557,10,10,2,2,-1,-1,31872,15,0,0
1702378448757985,476414680,-1221401649,130557,10,10,2,2,-1,0,31804,15,0,0
1702378448778985,476414680,-1221401650,130558,10,10,2,1,-1,0,31736,15,0,0
1702378448799985,476414680,-1221401650,130558,10,10,2,1,-1,0,31666,15,0,0
1702378448820986,476414680,-1221401650,130558,10,10,2,1,-1,0,31598,15,0,0
1702378448841986,476414680,-1221401650,130558,10,10,2,1,-1,0,31530,15,0,0
1702378448862987,476414680,-1221401650,130558,10,10,2,1,-1,0,31463,15,0,0
1702378448883987,476414680,-1221401650,130558,10,10,2,1,-1,0,31396,15,0,0
1702378448904988,476414680,-1221401650,130558,10,10,2,1,-1,0,31331,15,0,0
1702378448925988,476414680,-1221401650,130559,10,10,2,1,-1,0,31266,15,0,0
1702378448946989,476414680,-1221401650,130559,10,10,2,1,-1,0,31201,15,0,0
1702378448967989,476414680,-1221401650,130559,10,10,2,1,-1,0,31138,15,0,0
1702378448988989,476414680,-1221401650,130559,10,10,2,1,-1,0,31076,15,0,0
1702378449009990,476414680,-1221401650,130559,10,10,2,1,-1,0,31016,15,0,0
1702378449030990,476414680,-1221401650,130559,10,10,2,1,-1,0,30956,15,0,0
1702378449051991,476414680,-1221401650,130558,10,10,2,1,-1,0,30896,15,0,0
1702378449072991,476414680,-1221401650,130558,10,10,2,1,-1,0,30834,15,0,0
1702378449093992,476414680,-1221401650,130558,10,10,2,1,-1,0,30772,15,0,0
1702378449114992,476414680,-1221401650,130558,10,10,2,1,-1,0,30710,15,0,0
1702378449135993,476414680,-1221401650,130558,10,10,2,1,-1,0,30649,15,0,0
1702378449156993,476414680,-1221401650,130558,10,10,2,1,-1,0,30589,15,0,0
1702378449177993,476414680,-1221401651,130558,10,10,2,1,-1,0,30530,15,0,0
1702378449198994,476414680,-1221401651,130558,10,10,2,1,-1,0,30471,15,0,0
1702378449219994,476414680,-1221401651,130558,10,10,2,1,-1,0,30411,15,0,0
1702378449240995,476414680,-1221401651,130557,10,10,2,1,-1,0,30350,15,0,0
1702378449261995,476414680,-1221401651,130557,10,10,2,1,-1,0,30287,15,0,0
1702378449282996,476414680,-1221401651,130557,10,10,2,1,-1,0,30222,15,0,0
1702378449303996,476414680,-1221401651,130557,10,10,2,1,-1,0,30154,15,0,0
1702378449324997,476414680,-1221401651,130557,10,10,1,1,-1,0,30084,15,0,0
1702378449345997,476414680,-1221401651,130557,10,10,1,0,-1,0,30011,15,0,0
1702378449366998,476414680,-1221401651,130556,10,10,1,0,-1,0,29935,15,0,0
1702378449387998,476414680,-1221401651,130556,10,10,1,0,-1,0,29856,15,0,0
1702378449408998,476414680,-1221401651,130556,10,10,1,0,-1,0,29775,15,0,0
1702378449429999,476414680,-1221401651,130556,10,10,1,0,-1,1,29693,15,0,0
1702378449450999,476414680,-1221401651,130556,10,10,1,0,-1,1,29612,15,0,0
1702378449472000,476414681,-1221401651,130555,10,10,1,0,-1,1,29530,15,0,0
1702378449493000,476414681,-1221401651,130555,10,10,1,0,-1,1,29450,15,0,0
1702378449514001,476414681,-1221401651,130555,10,10,1,0,-1,1,29371,15,0,0
1702378449535001,476414681,-1221401651,130555,10,10,1,0,-1,1,29291,15,0,0
1702378449556002,476414681,-1221401651,130555,10,10,1,0,-1,1,29207,15,0,0
1702378449577002,476414681,-1221401651,130554,10,10,1,0,-1,1,29118,15,0,0
1702378449598002,476414681,-1221401651,130554,10,10,1,0,-1,1,29021,15,0,0
1702378449619003,476414681,-1221401651,130554,10,10,1,0,-1,1,28914,15,0,0
1702378449640003,476414681,-1221401651,130554,10,10,1,0,-1,1,28799,15,0,0
1702378449661004,476414681,-1221401652,130553,10,10,1,0,-1,1,28675,15,0,0
1702378449682004,476414681,-1221401652,130553,10,10,1,0,-1,1,28543,15,0,0
1702378449703005,476414681,-1221401652,130553,10,10,1,0,-1,1,28405,15,0,0
1702378449724005,476414681,-1221401652,130553,10,10,1,0,-1,1,28261,15,0,0
1702378449745006,476414681,-1221401652,130552,10,10,1,0,-1,1,28107,15,0,0
1702378449766006,476414681,-1221401652,130552,10,10,1,0,-1,1,27944,15,0,0
1702378449787006,476414681,-1221401652,130552,10,10,0,0,0,1,0,15,0,0
1702378449808007,476414681,-1221401652,130551,10,10,0,0,0,1,0,15,0,0
1702378449829007,476414681,-1221401652,130551,10,10,0,0,0,1,0,15,0,0
1702378449850008,476414681,-1221401652,130551,10,10,0,0,0,1,0,15,0,0
1702378449871008,476414681,-1221401652,130551,10,10,0,0,0,1,0,15,0,0
1702378449892009,476414681,-1221401652,130550,10,10,0,0,0,1,0,15,0,0
1702378449913009,476414681,-1221401652,130550,10,10,0,0,0,1,0,15,0,0
1702378449934010,476414681,-1221401652,130550,10,10,0,0,0,1,0,15,0,0
1702378449955010,476414681,-1221401652,130549,10,10,0,0,0,1,0,15,0,0
1702378449976011,476414681,-1221401652,130549,10,10,0,0,0,1,0,15,0,0
1702378449997011,476414681,-1221401652,130549,10,10,0,0,0,1,0,15,0,0
1702378450018011,476414681,-1221401652,130548,10,10,0,0,0,1,0,15,0,0
1702378450039012,476414681,-1221401652,130548,10,10,0,0,0,1,0,15,0,0
1702378450060012,476414681,-1221401652,130548,10,10,0,0,0,1,0,15,0,0
1702378450081013,476414681,-1221401652,130547,10,10,0,0,0,1,0,15,0,0
1702378450102013,476414681,-1221401652,130547,10,10,0,0,0,1,0,15,0,0
1702378450123014,476414681,-1221401652,130547,10,10,0,0,0,1,0,15,0,0
1702378450144014,476414681,-1221401652,130546,10,10,0,0,0,1,0,15,0,0
1702378450165015,476414681,-1221401652,130546,10,10,0,0,0,1,0,15,0,0
1702378450186015,476414681,-1221401652,130545,10,10,0,0,0,1,0,15,0,0
1702378450207015,476414681,-1221401652,130545,10,10,0,0,0,1,0,15,0,0
1702378450228016,476414681,-1221401652,130545,10,10,0,0,0,1,0,15,0,0
1702378450249016,476414681,-1221401652,130544,10,10,0,0,0,1,0,15,0,0
1702378450270017,476414681,-1221401652,130544,10,10,0,0,0,1,0,15,0,0
1702378450291017,476414681,-1221401652,130544,10,10,0,0,0,1,0,15,0,0
1702378450312018,476414681,-1221401652,130543,10,10,0,0,0,1,0,15,0,0
1702378450333018,476414681,-1221401652,130543,10,10,0,0,0,1,0,15,0,0
1702378450354019,476414680,-1221401652,130542,10,10,0,0,0,1,0,15,0,0
1702378450375019,476414680,-1221401652,130542,10,10,0,0,0,1,0,15,0,0
1702378450396019,476414680,-1221401652,130542,10,10,0,0,0,1,0,15,0,0
1702378450417020,476414680,-1221401652,130541,10,10,0,0,0,1,0,15,0,0
1702378450438020,476414680,-1221401652,130541,10,10,0,0,0,1,0,15,0,0
1702378450459021,476414680,-1221401652,130541,10,10,0,0,0,1,0,15,0,0
1702378450480021,476414680,-1221401652,130540,10,10,0,0,0,1,0,15,0,0
1702378450501022,476414680,-1221401652,130540,10,10,0,0,0,1,0,15,0,0
1702378450522022,476414680,-1221401652,130539,10,10,1,-1,0,1,17149,15,0,0
1702378450543023,476414680,-1221401652,130539,10,10,1,-1,0,1,17032,15,0,0
1702378450564023,476414680,-1221401652,130539,10,10,1,-1,0,1,16930,15,0,0
1702378450585024,476414680,-1221401652,130538,10,10,1,-1,0,1,16836,15,0,0
1702378450606024,476414680,-1221401652,130538,10,10,1,-1,0,1,16751,15,0,0
1702378450627024,476414680,-1221401652,130538,10,10,1,-1,0,1,16674,15,0,0
1702378450648025,476414680,-1221401652,130537,10,10,1,-1,0,1,16603,15,0,0
1702378450669025,476414680,-1221401652,130537,10,10,1,-1,0,1,16540,15,0,0
1702378450690026,476414680,-1221401652,130537,10,10,1,-1,0,1,16485,15,0,0
1702378450711026,476414680,-1221401652,130536,10,10,1,-1,0,1,16435,15,0,0
1702378450732027,476414680,-1221401652,130536,10,10,1,-1,0,1,16389,15,0,0
1702378450753027,476414680,-1221401652,130536,10,10,1,-1,0,1,16347,15,0,0
1702378450774028,476414680,-1221401652,130535,10,10,1,-1,0,1,16307,15,0,0
1702378450795028,476414680,-1221401652,130535,10,10,1,-1,0,1,16271,15,0,0
1702378450816028,476414680,-1221401652,130535,10,10,1,-1,0,1,16237,15,0,0
1702378450837029,476414680,-1221401652,130534,10,10,1,-1,0,1,16203,15,0,0
1702378450858029,476414680,-1221401652,130534,10,10,1,-1,0,1,16168,15,0,0
1702378450879030,476414680,-1221401652,130534,10,10,1,-1,0,1,16129,15,0,0
1702378450900030,476414680,-1221401652,130533,10,10,1,-1,0,1,16089,15,0,0
1702378450921031,476414680,-1221401652,130533,10,10,1,-1,0,1,16047,15,0,0
1702378450942031,476414680,-1221401652,130533,10,10,1,-1,0,1,16003,15,0,0
1702378450963032,476414680,-1221401652,130532,10,10,1,-1,0,1,15955,15,0,0
1702378450984032,476414680,-1221401652,130532,10,10,1,-1,0,1,15904,15,0,0
1702378451005032,476414680,-1221401652,130532,10,10,1,-1,0,1,15852,15,0,0
1702378451026033,476414680,-1221401652,130531,10,10,1,-1,0,1,15799,15,0,0
1702378451047033,476414680,-1221401652,130531,10,10,1,-1,0,1,15749,15,0,0
1702378451068034,476414680,-1221401652,130531,10,10,2,-1,0,1,15702,15,0,0
1702378451089034,476414680,-1221401652,130531,10,10,2,-1,0,1,15660,15,0,0
1702378451110035,476414680,-1221401652,130530,10,10,2,-1,0,1,15622,15,0,0
1702378451131035,476414680,-1221401652,130530,10,10,2,-1,0,1,15586,15,0,0
1702378451152036,476414680,-1221401652,130530,10,10,2,-1,0,1,15555,15,0,0
1702378451173036,476414679,-1221401652,130529,10,10,2,-1,0,1,15525,15,0,0
1702378451194036,476414679,-1221401652,130529,10,10,2,-1,0,1,15497,15,0,0
1702378451215037,476414679,-1221401652,130529,10,10,2,-1,0,1,15472,15,0,0
1702378451236037,476414679,-1221401652,130528,10,10,2,-1,0,1,15450,15,0,0
1702378451257038,476414679,-1221401652,130528,10,10,2,-2,0,1,15429,15,0,0
1702378451278038,476414679,-1221401652,130528,10,10,2,-2,0,1,15410,15,0,0
1702378451299039,476414679,-1221401652,130527,10,10,2,-2,0,1,15391,15,0,0
1702378451320039,476414679,-1221401651,130527,10,10,2,-2,1,1,15373,15,0,0
1702378451341040,476414679,-1221401651,130527,10,10,2,-2,1,1,15355,15,0,0
1702378451362040,476414679,-1221401651,130527,10,10,2,-2,1,1,15338,15,0,0
