TIME,xacc,yacc,zacc,xgyro,ygyro,zgyro,xmag,ymag,zmag,abs_pressure,diff_pressure,pressure_alt,temperature
1703454203240314,-0.016218,0.001813,-9.817674,0.000053,0.001441,-0.001938,0.240404,0.026110,0.364697,998.659058,0.000000,122.122551,0.000000
1703454203243293,0.001790,-0.026744,-9.784222,0.002633,0.003406,-0.000099,0.240404,0.026110,0.364697,998.659058,0.000000,122.122551,0.000000
1703454203246310,-0.025835,0.040281,-9.725333,0.000583,-0.000616,0.000374,0.240404,0.026110,0.364697,998.659058,0.000000,122.122551,0.000000
1703454203249126,-0.044427,-0.055605,-9.700198,0.000752,-0.001609,-0.000455,0.249033,0.038461,0.368614,998.681458,0.000000,121.932404,0.000000
1703454203252311,-0.007959,0.011607,-9.819326,-0.002051,-0.000539,-0.000726,0.249033,0.038461,0.368614,998.681458,0.000000,121.932404,0.000000
1703454203255272,-0.013054,-0.055229,-9.756566,-0.000923,0.001503,0.001609,0.249033,0.038461,0.368614,998.681458,0.000000,121.932404,0.000000
1703454203258296,-0.021610,0.005930,-9.781871,-0.001032,-0.001085,0.000863,0.249033,0.038461,0.368614,998.681458,0.000000,121.932404,0.000000
1703454203261462,0.024844,-0.043533,-9.790918,0.003873,-0.001132,0.000540,0.249033,0.038461,0.368614,998.681458,0.000000,121.932404,0.000000
1703454203264224,-0.005532,-0.060849,-9.860560,0.001212,-0.002355,-0.001238,0.249033,0.038461,0.368614,998.681458,0.000000,121.932404,0.000000
1703454203267358,0.026440,0.013919,-9.919151,0.000206,0.001498,-0.001307,0.249033,0.038461,0.368614,998.681458,0.000000,121.932404,0.000000
1703454203270336,-0.022021,-0.058667,-9.832801,-0.000905,-0.001948,0.000159,0.251475,0.026879,0.361370,998.589172,0.000000,122.711487,0.000000
1703454203273262,0.003331,-0.037319,-9.832376,0.001113,-0.001891,-0.000415,0.251475,0.026879,0.361370,998.589172,0.000000,122.711487,0.000000
1703454203276308,0.002119,-0.038534,-9.815904,-0.001045,0.000043,-0.000641,0.251475,0.026879,0.361370,998.589172,0.000000,122.711487,0.000000
1703454203279307,-0.022040,-0.018191,-9.891922,-0.000246,-0.000996,0.001686,0.251475,0.026879,0.361370,998.589172,0.000000,122.711487,0.000000
1703454203282264,0.047751,-0.004225,-9.842616,-0.000527,0.002564,0.000608,0.251475,0.026879,0.361370,998.589172,0.000000,122.711487,0.000000
1703454203285271,-0.038983,0.022613,-9.839128,-0.000977,-0.002205,0.000770,0.251475,0.026879,0.361370,998.589172,0.000000,122.711487,0.000000
1703454203288279,0.013361,-0.017074,-9.813084,0.002373,-0.002083,-0.002673,0.251475,0.026879,0.361370,998.589172,0.000000,122.711487,0.000000
1703454203291309,-0.062695,-0.025864,-9.846903,-0.000059,0.001145,0.001274,0.251973,0.033732,0.361385,998.653503,0.000000,122.170090,0.000000
1703454203294345,0.014385,-0.004535,-9.806034,-0.001070,-0.001038,-0.000595,0.251973,0.033732,0.361385,998.653503,0.000000,122.170090,0.000000
1703454203297254,-0.059342,-0.050899,-9.798165,0.000223,-0.000828,0.001209,0.251973,0.033732,0.361385,998.653503,0.000000,122.170090,0.000000
1703454203300264,-0.012784,-0.075171,-9.751760,0.001204,-0.002999,0.001683,0.251973,0.033732,0.361385,998.653503,0.000000,122.170090,0.000000
1703454203303264,0.046960,0.005952,-9.717708,0.000772,-0.000157,0.000838,0.251973,0.033732,0.361385,998.653503,0.000000,122.170090,0.000000
1703454203306215,-0.059897,0.066012,-9.729289,-0.001830,0.002240,-0.000703,0.251973,0.033732,0.361385,998.653503,0.000000,122.170090,0.000000
1703454203309267,0.053869,0.017779,-9.805957,0.002101,0.000042,0.001802,0.251973,0.033732,0.361385,998.653503,0.000000,122.170090,0.000000
1703454203312240,-0.060250,-0.020221,-9.761711,0.002571,-0.002087,0.001052,0.247419,0.039482,0.366160,998.644287,0.000000,122.246674,0.000000
1703454203315216,-0.009867,0.031136,-9.855539,0.001635,0.002578,0.000866,0.247419,0.039482,0.366160,998.644287,0.000000,122.246674,0.000000
1703454203318332,0.010723,-0.008212,-9.845050,-0.000515,0.001182,-0.000428,0.247419,0.039482,0.366160,998.644287,0.000000,122.246674,0.000000
1703454203321160,0.012795,0.025481,-9.828259,0.001432,-0.000965,-0.000329,0.247419,0.039482,0.366160,998.644287,0.000000,122.246674,0.000000
1703454203324209,-0.009238,0.018826,-9.804629,-0.000406,-0.002659,-0.001014,0.247419,0.039482,0.366160,998.644287,0.000000,122.246674,0.000000
1703454203327275,0.091083,-0.008964,-9.720372,-0.001888,-0.002799,-0.004206,0.247419,0.039482,0.366160,998.644287,0.000000,122.246674,0.000000
1703454203330175,0.058061,-0.012671,-9.761163,-0.000412,0.000735,0.001251,0.247419,0.039482,0.366160,998.644287,0.000000,122.246674,0.000000
1703454203333269,-0.041850,-0.043688,-9.865026,-0.001524,0.000869,0.001964,0.239803,0.029464,0.364835,998.625610,0.000000,122.405136,0.000000
1703454203336192,-0.063971,0.047953,-9.764605,0.001643,0.001366,-0.001611,0.239803,0.029464,0.364835,998.625610,0.000000,122.405136,0.000000
1703454203339253,0.035131,-0.020184,-9.818708,-0.000919,0.000201,0.001644,0.239803,0.029464,0.364835,998.625610,0.000000,122.405136,0.000000
1703454203342236,-0.016296,0.007105,-9.742002,0.002019,-0.000684,-0.002360,0.239803,0.029464,0.364835,998.625610,0.000000,122.405136,0.000000
1703454203345200,0.017918,0.042429,-9.768303,-0.001424,-0.001008,0.000674,0.239803,0.029464,0.364835,998.625610,0.000000,122.405136,0.000000
1703454203348292,-0.068339,0.054251,-9.897756,0.000509,0.000909,-0.000491,0.239803,0.029464,0.364835,998.625610,0.000000,122.405136,0.000000
1703454203351182,-0.097330,-0.089332,-9.818820,0.002959,0.001728,-0.002326,0.239803,0.029464,0.364835,998.625610,0.000000,122.405136,0.000000
1703454203354358,-0.013789,-0.035012,-9.812518,-0.001771,0.002753,-0.001338,0.247213,0.035486,0.367690,998.637268,0.000000,122.304779,0.000000
1703454203357290,0.023352,0.040413,-9.845076,0.002361,0.003178,0.002303,0.247213,0.035486,0.367690,998.637268,0.000000,122.304779,0.000000
1703454203360237,0.037320,0.005312,-9.874134,-0.000866,0.003357,0.000544,0.247213,0.035486,0.367690,998.637268,0.000000,122.304779,0.000000
1703454203363251,0.004026,-0.029706,-9.783854,-0.001839,0.000937,0.003259,0.247213,0.035486,0.367690,998.637268,0.000000,122.304779,0.000000
1703454203366220,-0.024645,0.010834,-9.793177,0.001466,0.000003,0.000695,0.247213,0.035486,0.367690,998.637268,0.000000,122.304779,0.000000
1703454203369337,0.054855,-0.005231,-9.757232,-0.000562,0.000844,0.001402,0.247213,0.035486,0.367690,998.637268,0.000000,122.304779,0.000000
1703454203385949,0.047669,0.022903,-9.859503,-0.001467,-0.000582,-0.001570,0.247213,0.035486,0.367690,998.637268,0.000000,122.304779,0.000000
1703454203386042,-0.006983,-0.022599,-9.824804,0.000764,-0.000022,-0.001981,0.248377,0.036154,0.368731,998.669678,0.000000,122.032761,0.000000
1703454203386074,-0.032387,-0.013148,-9.842777,0.000864,-0.000618,-0.001548,0.248377,0.036154,0.368731,998.669678,0.000000,122.032761,0.000000
1703454203386083,-0.025796,0.123555,-9.785213,-0.000510,-0.000973,-0.001241,0.248377,0.036154,0.368731,998.669678,0.000000,122.032761,0.000000
1703454203386091,-0.034392,-0.016989,-9.830918,0.000931,-0.000226,-0.001304,0.248377,0.036154,0.368731,998.669678,0.000000,122.032761,0.000000
1703454203387287,-0.002543,0.060710,-9.709535,0.000374,-0.002604,-0.000566,0.248377,0.036154,0.368731,998.669678,0.000000,122.032761,0.000000
1703454203390305,-0.010084,-0.016100,-9.766678,-0.002252,0.001956,-0.001109,0.248377,0.036154,0.368731,998.669678,0.000000,122.032761,0.000000
1703454203393354,-0.060274,0.079382,-9.831361,0.001270,-0.000611,-0.002640,0.248377,0.036154,0.368731,998.669678,0.000000,122.032761,0.000000
1703454203396337,-0.040055,-0.060805,-9.816480,0.000806,0.000844,0.001628,0.254910,0.033626,0.365938,998.665894,0.000000,122.064453,0.000000
1703454203399284,-0.020775,-0.003722,-9.844341,0.001049,-0.000590,-0.001281,0.254910,0.033626,0.365938,998.665894,0.000000,122.064453,0.000000
1703454203402286,0.007988,-0.013624,-9.791857,-0.001902,0.003466,0.000844,0.254910,0.033626,0.365938,998.665894,0.000000,122.064453,0.000000
1703454203405319,0.047434,0.030904,-9.817334,-0.000237,-0.001618,-0.000081,0.254910,0.033626,0.365938,998.665894,0.000000,122.064453,0.000000
1703454203408242,-0.027777,-0.032186,-9.806998,0.000965,0.002097,-0.002964,0.254910,0.033626,0.365938,998.665894,0.000000,122.064453,0.000000
1703454203411297,-0.043804,0.031300,-9.796049,0.000857,-0.001684,0.001245,0.254910,0.033626,0.365938,998.665894,0.000000,122.064453,0.000000
1703454203414230,-0.006779,-0.051733,-9.766507,-0.000580,0.000630,-0.000500,0.254910,0.033626,0.365938,998.665894,0.000000,122.064453,0.000000
1703454203417281,0.003449,0.019374,-9.786868,0.000080,-0.000783,-0.000554,0.259712,0.024955,0.366436,998.617065,0.000000,122.476440,0.000000
1703454203420335,-0.036612,-0.055426,-9.762620,-0.001240,0.001368,0.002038,0.259712,0.024955,0.366436,998.617065,0.000000,122.476440,0.000000
1703454203423210,-0.029663,0.043053,-9.788700,-0.001790,-0.000737,-0.000148,0.259712,0.024955,0.366436,998.617065,0.000000,122.476440,0.000000
1703454203426294,0.008114,0.009968,-9.845875,-0.000891,-0.002634,0.001129,0.259712,0.024955,0.366436,998.617065,0.000000,122.476440,0.000000
1703454203429261,0.004108,0.000243,-9.803067,0.002295,0.001700,0.001287,0.259712,0.024955,0.366436,998.617065,0.000000,122.476440,0.000000
1703454203432275,0.036148,0.045170,-9.749701,-0.001171,0.001860,0.001180,0.259712,0.024955,0.366436,998.617065,0.000000,122.476440,0.000000
1703454203435397,0.069266,0.085022,-9.864073,0.000376,-0.001780,0.002263,0.259712,0.024955,0.366436,998.617065,0.000000,122.476440,0.000000
1703454203438255,0.058006,-0.049857,-9.775447,0.000403,0.000301,-0.002097,0.242039,0.033480,0.372529,998.680603,0.000000,121.940331,0.000000
1703454203441302,0.009973,-0.013745,-9.762416,0.000167,-0.003089,-0.002648,0.242039,0.033480,0.372529,998.680603,0.000000,121.940331,0.000000
1703454203444369,0.037661,0.053753,-9.781604,0.001813,-0.001592,0.001319,0.242039,0.033480,0.372529,998.680603,0.000000,121.940331,0.000000
1703454203447244,-0.008251,0.045149,-9.866685,0.000920,0.001093,-0.000269,0.242039,0.033480,0.372529,998.680603,0.000000,121.940331,0.000000
1703454203450341,0.022984,-0.007646,-9.880022,-0.000270,0.000655,-0.002791,0.242039,0.033480,0.372529,998.680603,0.000000,121.940331,0.000000
1703454203453328,0.003217,0.023586,-9.800663,0.002711,-0.001454,-0.000662,0.242039,0.033480,0.372529,998.680603,0.000000,121.940331,0.000000
1703454203456284,-0.009224,-0.008558,-9.847857,0.000588,0.001550,-0.001528,0.242039,0.033480,0.372529,998.680603,0.000000,121.940331,0.000000
1703454203459489,0.015687,0.022150,-9.844819,0.000754,0.000996,-0.000997,0.250771,0.033244,0.363581,998.686646,0.000000,121.890152,0.000000
1703454203462273,-0.037262,0.005924,-9.855507,-0.000685,-0.000103,-0.000283,0.250771,0.033244,0.363581,998.686646,0.000000,121.890152,0.000000
1703454203465315,0.082324,0.012476,-9.755168,-0.003098,-0.001418,0.000574,0.250771,0.033244,0.363581,998.686646,0.000000,121.890152,0.000000
1703454203468333,0.020392,0.048308,-9.718608,0.001016,-0.000776,0.000373,0.250771,0.033244,0.363581,998.686646,0.000000,121.890152,0.000000
1703454203471448,-0.042855,-0.043651,-9.829234,0.001029,-0.000254,0.001517,0.250771,0.033244,0.363581,998.686646,0.000000,121.890152,0.000000
1703454203474493,-0.024827,0.004366,-9.786663,-0.000189,-0.002444,-0.000107,0.250771,0.033244,0.363581,998.686646,0.000000,121.890152,0.000000
1703454203477265,-0.075098,-0.046802,-9.808608,0.000534,-0.001549,0.000177,0.250771,0.033244,0.363581,998.686646,0.000000,121.890152,0.000000
1703454203480289,0.028780,0.065093,-9.780689,0.004079,0.001400,0.002766,0.249921,0.033036,0.366232,998.686157,0.000000,121.892792,0.000000
1703454203483443,0.043705,0.056567,-9.874697,-0.000225,-0.000906,-0.001649,0.249921,0.033036,0.366232,998.686157,0.000000,121.892792,0.000000
1703454203486274,-0.001882,-0.060412,-9.823817,0.000856,-0.001449,0.001112,0.249921,0.033036,0.366232,998.686157,0.000000,121.892792,0.000000
1703454203489289,0.056670,0.027380,-9.828738,-0.001613,-0.000192,0.000228,0.249921,0.033036,0.366232,998.686157,0.000000,121.892792,0.000000
1703454203492353,-0.042056,0.042609,-9.867211,-0.000347,-0.001307,-0.000369,0.249921,0.033036,0.366232,998.686157,0.000000,121.892792,0.000000
1703454203495281,-0.004703,0.010002,-9.747147,0.000269,0.002923,0.000207,0.249921,0.033036,0.366232,998.686157,0.000000,121.892792,0.000000
1703454203498310,-0.002440,0.035052,-9.720730,-0.002714,0.000593,0.000236,0.249921,0.033036,0.366232,998.686157,0.000000,121.892792,0.000000
1703454203501297,0.024138,-0.001037,-9.842399,0.001902,0.000201,0.001560,0.255656,0.030017,0.367651,998.651245,0.000000,122.188576,0.000000
1703454203504326,-0.007579,0.027410,-9.863027,-0.000875,-0.001268,-0.001521,0.255656,0.030017,0.367651,998.651245,0.000000,122.188576,0.000000
1703454203507463,0.022654,0.011313,-9.751338,0.001273,0.003700,-0.001316,0.255656,0.030017,0.367651,998.651245,0.000000,122.188576,0.000000
1703454203510298,-0.027796,0.016748,-9.789648,-0.000978,0.000069,0.004148,0.255656,0.030017,0.367651,998.651245,0.000000,122.188576,0.000000
1703454203545577,0.026075,0.029302,-9.809428,0.002930,0.000791,-0.002023,0.255656,0.030017,0.367651,998.651245,0.000000,122.188576,0.000000
1703454203545666,0.005217,-0.025707,-9.832244,0.000251,-0.000077,-0.002992,0.255656,0.030017,0.367651,998.651245,0.000000,122.188576,0.000000
1703454203545714,-0.072304,-0.033316,-9.826318,-0.002017,0.000970,-0.003437,0.255656,0.030017,0.367651,998.651245,0.000000,122.188576,0.000000
1703454203545724,-0.004821,0.003460,-9.762337,-0.000344,-0.001685,-0.000281,0.246122,0.037113,0.359421,998.674011,0.000000,121.995789,0.000000
1703454203545739,-0.096894,0.018765,-9.771760,-0.000346,-0.001848,0.001743,0.246122,0.037113,0.359421,998.674011,0.000000,121.995789,0.000000
1703454203545770,0.079767,0.000526,-9.740552,-0.000264,0.000001,0.000720,0.246122,0.037113,0.359421,998.674011,0.000000,121.995789,0.000000
1703454203545782,-0.007789,-0.026500,-9.795610,-0.000085,-0.000180,-0.002362,0.246122,0.037113,0.359421,998.674011,0.000000,121.995789,0.000000
1703454203545806,0.016717,-0.016237,-9.791597,-0.001657,-0.000291,-0.001059,0.246122,0.037113,0.359421,998.674011,0.000000,121.995789,0.000000
1703454203545833,0.033890,-0.051276,-9.782034,0.005369,0.002107,-0.001083,0.246122,0.037113,0.359421,998.674011,0.000000,121.995789,0.000000
1703454203545846,0.041504,-0.034468,-9.790477,0.000255,0.000784,-0.001147,0.246122,0.037113,0.359421,998.674011,0.000000,121.995789,0.000000
1703454203545855,-0.028420,0.035795,-9.744033,0.000401,0.001977,0.001201,0.249144,0.033457,0.364811,998.658264,0.000000,122.127838,0.000000
1703454203546307,0.048307,-0.020005,-9.862218,-0.001152,-0.002324,0.002157,0.249144,0.033457,0.364811,998.658264,0.000000,122.127838,0.000000
1703454203549308,0.051227,-0.051412,-9.768847,-0.000589,0.000604,-0.000094,0.249144,0.033457,0.364811,998.658264,0.000000,122.127838,0.000000
1703454203552321,-0.013678,0.041901,-9.731407,-0.001518,0.000174,0.000122,0.249144,0.033457,0.364811,998.658264,0.000000,122.127838,0.000000
1703454203555286,0.003040,0.032298,-9.882517,-0.000047,0.001357,-0.001662,0.249144,0.033457,0.364811,998.658264,0.000000,122.127838,0.000000
1703454203558313,0.033927,-0.025675,-9.837260,0.001966,-0.003504,-0.000244,0.249144,0.033457,0.364811,998.658264,0.000000,122.127838,0.000000
1703454203561460,0.052925,-0.009185,-9.840482,0.001708,0.000409,-0.001731,0.249144,0.033457,0.364811,998.658264,0.000000,122.127838,0.000000
1703454203564298,-0.035132,0.030306,-9.802719,0.001008,-0.001031,0.000822,0.246404,0.031029,0.370425,998.670898,0.000000,122.022194,0.000000
1703454203567308,-0.034292,-0.015544,-9.778792,-0.000365,0.000296,-0.000947,0.246404,0.031029,0.370425,998.670898,0.000000,122.022194,0.000000
1703454203570403,0.040275,-0.031128,-9.813201,-0.001843,-0.001273,0.001106,0.246404,0.031029,0.370425,998.670898,0.000000,122.022194,0.000000
1703454203573280,0.042484,-0.002364,-9.820828,0.000996,-0.001337,-0.001155,0.246404,0.031029,0.370425,998.670898,0.000000,122.022194,0.000000
1703454203576311,-0.068003,0.068161,-9.773617,0.000561,0.000603,0.000366,0.246404,0.031029,0.370425,998.670898,0.000000,122.022194,0.000000
1703454203579342,0.081495,-0.083724,-9.785256,0.000548,0.000080,0.000150,0.246404,0.031029,0.370425,998.670898,0.000000,122.022194,0.000000
1703454203582405,-0.024292,-0.035499,-9.703386,-0.000411,-0.000744,-0.000687,0.246404,0.031029,0.370425,998.670898,0.000000,122.022194,0.000000
1703454203585396,0.001339,0.040721,-9.870330,0.002648,0.000034,-0.000216,0.239309,0.038470,0.368653,998.652649,0.000000,122.175369,0.000000
1703454203588323,-0.007128,-0.038891,-9.831449,-0.000334,0.001414,-0.000250,0.239309,0.038470,0.368653,998.652649,0.000000,122.175369,0.000000
1703454203591361,-0.029065,0.077912,-9.865564,-0.000104,-0.001021,0.001802,0.239309,0.038470,0.368653,998.652649,0.000000,122.175369,0.000000
1703454203594409,-0.018746,0.096466,-9.753938,0.000661,0.001069,-0.001140,0.239309,0.038470,0.368653,998.652649,0.000000,122.175369,0.000000
1703454203597409,-0.029277,-0.005041,-9.777081,-0.000688,-0.001205,0.001313,0.239309,0.038470,0.368653,998.652649,0.000000,122.175369,0.000000
1703454203600452,-0.028578,0.030011,-9.808457,0.000751,0.001204,-0.001888,0.239309,0.038470,0.368653,998.652649,0.000000,122.175369,0.000000
1703454203603327,0.064874,0.059304,-9.762306,0.001518,0.001191,0.000129,0.239309,0.038470,0.368653,998.652649,0.000000,122.175369,0.000000
1703454203606232,0.049437,-0.015155,-9.829064,-0.002191,-0.001145,-0.000812,0.250723,0.031951,0.364641,998.688721,0.000000,121.871666,0.000000
1703454203609410,0.050724,0.052525,-9.821519,0.000427,0.002350,-0.001274,0.250723,0.031951,0.364641,998.688721,0.000000,121.871666,0.000000
1703454203612258,0.002667,-0.032859,-9.815523,-0.000104,0.000517,0.001374,0.250723,0.031951,0.364641,998.688721,0.000000,121.871666,0.000000
1703454203615270,-0.105971,-0.041446,-9.762797,0.001425,-0.003648,-0.003507,0.250723,0.031951,0.364641,998.688721,0.000000,121.871666,0.000000
1703454203618782,-0.079791,-0.005708,-9.830354,0.001019,0.001986,-0.001189,0.250723,0.031951,0.364641,998.688721,0.000000,121.871666,0.000000
1703454203621293,-0.076227,-0.019832,-9.816257,0.000034,-0.000227,0.000171,0.250723,0.031951,0.364641,998.688721,0.000000,121.871666,0.000000
1703454203624374,0.009327,-0.058079,-9.792952,0.000949,0.000950,0.000856,0.250723,0.031951,0.364641,998.688721,0.000000,121.871666,0.000000
1703454203627439,-0.040933,-0.017827,-9.836455,0.000573,-0.000363,0.001157,0.252402,0.029839,0.372912,998.615601,0.000000,122.487000,0.000000
1703454203630282,0.010606,0.065047,-9.808703,-0.002389,0.000399,0.000096,0.252402,0.029839,0.372912,998.615601,0.000000,122.487000,0.000000
1703454203633370,0.070679,0.016641,-9.812867,-0.002702,-0.001250,-0.000819,0.252402,0.029839,0.372912,998.615601,0.000000,122.487000,0.000000
1703454203636303,-0.013249,-0.024518,-9.803024,-0.000181,-0.000187,-0.001164,0.252402,0.029839,0.372912,998.615601,0.000000,122.487000,0.000000
1703454203639420,-0.071317,0.047416,-9.775442,-0.000940,0.001657,-0.003577,0.252402,0.029839,0.372912,998.615601,0.000000,122.487000,0.000000
1703454203642307,-0.019715,0.001363,-9.812115,-0.001620,-0.000884,-0.000103,0.252402,0.029839,0.372912,998.615601,0.000000,122.487000,0.000000
1703454203645300,-0.023567,0.009641,-9.798559,0.000722,0.000469,0.002733,0.252402,0.029839,0.372912,998.615601,0.000000,122.487000,0.000000
1703454203648371,-0.053603,0.034320,-9.792430,-0.001430,-0.000341,0.003326,0.247275,0.027584,0.368180,998.665466,0.000000,122.067093,0.000000
1703454203651321,-0.016391,0.006143,-9.826441,-0.002099,0.002835,-0.000996,0.247275,0.027584,0.368180,998.665466,0.000000,122.067093,0.000000
1703454203682310,0.027453,-0.108924,-9.854918,-0.000172,-0.000399,0.001040,0.247275,0.027584,0.368180,998.665466,0.000000,122.067093,0.000000
1703454203682333,-0.020858,0.032125,-9.776907,0.002311,-0.004084,-0.000634,0.247275,0.027584,0.368180,998.665466,0.000000,122.067093,0.000000
1703454203682342,-0.050568,-0.045272,-9.858277,0.000573,-0.001055,0.000965,0.247275,0.027584,0.368180,998.665466,0.000000,122.067093,0.000000
1703454203682351,-0.058276,0.035201,-9.801957,0.001773,-0.001126,-0.000366,0.247275,0.027584,0.368180,998.665466,0.000000,122.067093,0.000000
1703454203682364,-0.032061,-0.009607,-9.859385,-0.000050,0.000619,-0.000481,0.247275,0.027584,0.368180,998.665466,0.000000,122.067093,0.000000
1703454203682373,-0.026197,0.003157,-9.837327,-0.003088,-0.000741,-0.000785,0.246748,0.025579,0.368430,998.642334,0.000000,122.262520,0.000000
1703454203682382,0.054133,-0.090407,-9.794295,0.002489,0.000611,0.002077,0.246748,0.025579,0.368430,998.642334,0.000000,122.262520,0.000000
1703454203682390,0.001781,0.037929,-9.811666,-0.002048,0.001843,-0.000808,0.246748,0.025579,0.368430,998.642334,0.000000,122.262520,0.000000
1703454203682399,0.073577,-0.002112,-9.792281,-0.002141,0.002378,0.000274,0.246748,0.025579,0.368430,998.642334,0.000000,122.262520,0.000000
1703454203682407,0.020345,0.018178,-9.777671,0.000312,0.001240,-0.001566,0.246748,0.025579,0.368430,998.642334,0.000000,122.262520,0.000000
1703454203684284,0.004434,0.059995,-9.819472,-0.000517,-0.000355,-0.000174,0.246748,0.025579,0.368430,998.642334,0.000000,122.262520,0.000000
1703454203687364,-0.009170,0.054245,-9.813735,0.000009,0.000575,-0.002573,0.246748,0.025579,0.368430,998.642334,0.000000,122.262520,0.000000
1703454203690307,0.033264,0.013823,-9.816498,-0.001133,-0.001113,0.000772,0.252070,0.029963,0.369579,998.670837,0.000000,122.022194,0.000000
1703454203693333,0.013710,-0.018583,-9.758261,0.000434,-0.000700,0.000708,0.252070,0.029963,0.369579,998.670837,0.000000,122.022194,0.000000
1703454203696310,-0.054353,0.062137,-9.844480,-0.000833,-0.001818,0.000372,0.252070,0.029963,0.369579,998.670837,0.000000,122.022194,0.000000
1703454203699283,-0.032632,0.029522,-9.767700,0.001113,0.000799,-0.001574,0.252070,0.029963,0.369579,998.670837,0.000000,122.022194,0.000000
1703454203702485,0.048975,0.034623,-9.713872,-0.000269,0.000671,0.000669,0.252070,0.029963,0.369579,998.670837,0.000000,122.022194,0.000000
1703454203705393,-0.011664,-0.031632,-9.798065,0.002395,0.000292,-0.000465,0.252070,0.029963,0.369579,998.670837,0.000000,122.022194,0.000000
1703454203708338,0.061128,-0.006267,-9.768699,0.000910,0.002447,0.000007,0.252070,0.029963,0.369579,998.670837,0.000000,122.022194,0.000000
1703454203711359,0.028431,-0.025244,-9.786242,0.000379,-0.000110,0.002346,0.252480,0.040119,0.373481,998.683777,0.000000,121.913918,0.000000
1703454203714292,-0.005744,-0.009936,-9.820484,-0.002500,0.001970,-0.003089,0.252480,0.040119,0.373481,998.683777,0.000000,121.913918,0.000000
1703454203717422,0.005534,0.023790,-9.733988,0.001277,-0.001904,-0.002214,0.252480,0.040119,0.373481,998.683777,0.000000,121.913918,0.000000
1703454203720302,0.014183,0.072579,-9.766192,-0.000602,-0.000892,-0.002544,0.252480,0.040119,0.373481,998.683777,0.000000,121.913918,0.000000
1703454203723310,0.007938,-0.010566,-9.703677,0.000089,0.001880,-0.000294,0.252480,0.040119,0.373481,998.683777,0.000000,121.913918,0.000000
1703454203726424,0.004740,-0.005535,-9.835579,-0.000058,0.002730,0.000301,0.252480,0.040119,0.373481,998.683777,0.000000,121.913918,0.000000
1703454203729322,0.038023,-0.045158,-9.712502,-0.001554,0.000052,0.001799,0.252480,0.040119,0.373481,998.683777,0.000000,121.913918,0.000000
1703454203732470,-0.017306,0.027966,-9.800639,-0.000950,-0.000701,-0.001819,0.248505,0.037829,0.365333,998.676392,0.000000,121.977303,0.000000
1703454203735346,-0.018265,0.014499,-9.827461,0.001599,0.001580,-0.001888,0.248505,0.037829,0.365333,998.676392,0.000000,121.977303,0.000000
1703454203738460,0.036180,0.060700,-9.822318,0.001393,-0.002206,0.001484,0.248505,0.037829,0.365333,998.676392,0.000000,121.977303,0.000000
1703454203741367,0.004302,-0.010279,-9.802978,-0.002416,-0.000327,0.001193,0.248505,0.037829,0.365333,998.676392,0.000000,121.977303,0.000000
1703454203744428,-0.054385,-0.070810,-9.748804,0.000036,-0.000945,0.000222,0.248505,0.037829,0.365333,998.676392,0.000000,121.977303,0.000000
1703454203747403,-0.037421,0.005152,-9.792068,0.001169,0.000871,0.001365,0.248505,0.037829,0.365333,998.676392,0.000000,121.977303,0.000000
1703454203750449,0.021116,-0.046355,-9.767809,0.001335,0.000846,0.000172,0.248505,0.037829,0.365333,998.676392,0.000000,121.977303,0.000000
1703454203753425,-0.000842,-0.063282,-9.832829,-0.003185,-0.000881,-0.001732,0.243324,0.026104,0.367874,998.663391,0.000000,122.085579,0.000000
1703454203756343,-0.030718,-0.029946,-9.816584,-0.002329,-0.000157,-0.000690,0.243324,0.026104,0.367874,998.663391,0.000000,122.085579,0.000000
1703454203759424,-0.012671,0.166318,-9.768434,0.002097,-0.001243,-0.000685,0.243324,0.026104,0.367874,998.663391,0.000000,122.085579,0.000000
1703454203762318,-0.007766,-0.024674,-9.727622,0.000821,0.003414,0.001131,0.243324,0.026104,0.367874,998.663391,0.000000,122.085579,0.000000
1703454203765419,-0.002221,-0.001217,-9.760416,0.001666,-0.000873,0.000469,0.243324,0.026104,0.367874,998.663391,0.000000,122.085579,0.000000
1703454203768367,0.056475,-0.027431,-9.847635,0.001629,-0.002128,0.000076,0.243324,0.026104,0.367874,998.663391,0.000000,122.085579,0.000000
1703454203771310,0.018204,-0.063424,-9.814669,0.003118,0.000306,0.000423,0.243324,0.026104,0.367874,998.663391,0.000000,122.085579,0.000000
1703454203774411,-0.067882,-0.030503,-9.819377,0.001044,0.000207,-0.003750,0.254093,0.029787,0.368699,998.646057,0.000000,122.230835,0.000000
1703454203777271,-0.049489,0.041395,-9.781231,0.000713,0.001676,-0.001054,0.254093,0.029787,0.368699,998.646057,0.000000,122.230835,0.000000
1703454203780512,-0.013981,0.014091,-9.822100,0.001117,-0.001485,-0.002233,0.254093,0.029787,0.368699,998.646057,0.000000,122.230835,0.000000
1703454203783567,-0.013119,-0.036152,-9.833398,-0.000527,-0.000730,0.002129,0.254093,0.029787,0.368699,998.646057,0.000000,122.230835,0.000000
1703454203786345,-0.016158,-0.116207,-9.895365,0.002894,0.003068,-0.000255,0.254093,0.029787,0.368699,998.646057,0.000000,122.230835,0.000000
1703454203789419,0.023005,-0.056123,-9.778708,0.005358,0.002193,0.000684,0.254093,0.029787,0.368699,998.646057,0.000000,122.230835,0.000000
